t,A_sample_noisy,A_sample_lag1,delta_y,delta_y_lag1,delta_y_lag5
7382.0,0.4391251827112971,0.4467332008758387,-0.007608018164541597,0.003046266479687698,-0.004449024207792807
7442.0,0.4356897669337062,0.4391251827112971,-0.003435415777590878,-0.007608018164541597,-0.006342471532872096
7502.0,0.438614538183338,0.4356897669337062,0.002924771249631808,-0.003435415777590878,-0.000884395237226776
7562.0,0.4355988526583356,0.438614538183338,-0.0030156855250024206,0.002924771249631808,-0.007024711288740326
7622.0,0.4346148529425233,0.4355988526583356,-0.0009839997158123115,-0.0030156855250024206,0.003046266479687698
7682.0,0.4329783046121575,0.4346148529425233,-0.0016365483303657502,-0.0009839997158123115,-0.007608018164541597
7742.0,0.4326219040627543,0.4329783046121575,-0.0003564005494032241,-0.0016365483303657502,-0.003435415777590878
7802.0,0.4383545656340254,0.4326219040627543,0.005732661571271114,-0.0003564005494032241,0.002924771249631808
7862.0,0.4391909493414493,0.4383545656340254,0.0008363837074238933,0.005732661571271114,-0.0030156855250024206
7922.0,0.4342800913396377,0.4391909493414493,-0.004910858001811624,0.0008363837074238933,-0.0009839997158123115
7982.0,0.4333950173018525,0.4342800913396377,-0.0008850740377852051,-0.004910858001811624,-0.0016365483303657502
8042.0,0.424954523979311,0.4333950173018525,-0.008440493322541487,-0.0008850740377852051,-0.0003564005494032241
8102.0,0.4159653432914814,0.424954523979311,-0.008989180687829612,-0.008440493322541487,0.005732661571271114
8162.0,0.4146636962971892,0.4159653432914814,-0.0013016469942921938,-0.008989180687829612,0.0008363837074238933
8222.0,0.4145254152995397,0.4146636962971892,-0.00013828099764950919,-0.0013016469942921938,-0.004910858001811624
8282.0,0.4085846857259999,0.4145254152995397,-0.005940729573539805,-0.00013828099764950919,-0.0008850740377852051
8342.0,0.4131085238004264,0.4085846857259999,0.004523838074426523,-0.005940729573539805,-0.008440493322541487
8402.0,0.4087429240913506,0.4131085238004264,-0.004365599709075796,0.004523838074426523,-0.008989180687829612
8462.0,0.4038506172998622,0.4087429240913506,-0.004892306791488388,-0.004365599709075796,-0.0013016469942921938
8522.0,0.4054689115329783,0.4038506172998622,0.001618294233116102,-0.004892306791488388,-0.00013828099764950919
8582.0,0.3972237111768113,0.4054689115329783,-0.008245200356166993,0.001618294233116102,-0.005940729573539805
8642.0,0.3921321834952895,0.3972237111768113,-0.0050915276815218236,-0.008245200356166993,0.004523838074426523
8702.0,0.396523798200108,0.3921321834952895,0.004391614704818525,-0.0050915276815218236,-0.004365599709075796
8762.0,0.3868867489274743,0.396523798200108,-0.009637049272633702,0.004391614704818525,-0.004892306791488388
